employee_id,job_title,experience_level,education_level,employment_type,location,company_size,salary,primary_skill,department,performance_rating,age
870,Data Analyst,Mid,Master's,Contract,New York,Large,>=125000,Cloud,Operations,1,56
871,DevOps Engineer,Mid,PhD,Full-time,Seattle,Large,>=75000,Data Visualization,Product,1,30
872,AI Researcher,Senior,PhD,Full-time,San Jose,Medium,>=150000,Python,IT,1,53
873,AI Researcher,Entry,Diploma,Contract,Austin,Large,>=50000,Machine Learning,R&D,5,27
874,Software Engineer,Entry,PhD,Full-time,Los Angeles,Large,>=50000,Data Visualization,IT,2,53
875,Data Analyst,Mid,Master's,Contract,Remote,Small,>=125000,Data Visualization,R&D,2,43
876,Product Manager,Mid,Master's,Contract,San Francisco,Large,>=75000,Python,HR,5,57
877,System Admin,Mid,Master's,Part-time,New York,Small,>=100000,C++,Analytics,5,57
878,Web Developer,Senior,PhD,Full-time,New York,Medium,>=150000,C++,Product,5,26
879,Data Scientist,Entry,PhD,Full-time,Remote,Large,>=50000,DevOps,Analytics,2,36
880,Data Scientist,Entry,Bachelor's,Full-time,Seattle,Medium,>=75000,Java,R&D,3,43
881,Web Developer,Mid,PhD,Part-time,New York,Small,>=100000,Deep Learning,Analytics,3,52
882,System Admin,Mid,Diploma,Part-time,Chicago,Medium,>=75000,Project Management,R&D,1,51
883,Data Scientist,Entry,Master's,Full-time,Seattle,Large,>=50000,Data Visualization,Operations,2,49
884,DevOps Engineer,Mid,Diploma,Contract,San Jose,Large,>=125000,Deep Learning,HR,1,28
885,Data Scientist,Mid,PhD,Part-time,Chicago,Small,>=100000,DevOps,Operations,5,41
886,Product Manager,Mid,PhD,Contract,San Francisco,Medium,>=75000,Data Visualization,R&D,5,24
887,Data Analyst,Entry,Master's,Contract,Remote,Medium,>=50000,Cloud,R&D,4,47
888,Software Engineer,Senior,PhD,Part-time,Seattle,Small,>=125000,Deep Learning,R&D,1,38
889,Data Analyst,Entry,Bachelor's,Full-time,New York,Small,>=50000,C++,HR,4,27
890,System Admin,Entry,Bachelor's,Full-time,San Francisco,Small,>=50000,C++,HR,1,55
891,Web Developer,Senior,PhD,Full-time,Boston,Small,>=150000,Cloud,Operations,1,39
892,AI Researcher,Entry,Diploma,Full-time,Austin,Large,>=50000,Data Visualization,Analytics,5,40
893,DevOps Engineer,Mid,PhD,Contract,Remote,Small,>=100000,Java,IT,3,40
894,Software Engineer,Senior,Diploma,Contract,San Francisco,Small,>=150000,Deep Learning,HR,5,47
895,Software Engineer,Mid,Master's,Contract,Los Angeles,Large,>=75000,Project Management,IT,1,40
896,Software Engineer,Mid,PhD,Contract,San Francisco,Medium,>=100000,C++,Product,2,54
897,ML Engineer,Senior,Diploma,Contract,New York,Large,>=150000,Data Visualization,R&D,4,50
898,Data Analyst,Mid,Bachelor's,Full-time,San Francisco,Small,>=100000,Java,IT,2,35
899,System Admin,Mid,Diploma,Part-time,San Francisco,Medium,>=75000,C++,Analytics,2,57
900,Software Engineer,Senior,PhD,Full-time,Austin,Medium,>=125000,Project Management,IT,1,34
901,AI Researcher,Mid,PhD,Contract,Seattle,Small,>=100000,Machine Learning,Analytics,4,33
902,AI Researcher,Mid,Diploma,Contract,San Jose,Medium,>=100000,DevOps,Operations,4,59
903,AI Researcher,Mid,Diploma,Contract,Remote,Small,>=75000,Deep Learning,Analytics,2,47
904,Web Developer,Senior,PhD,Part-time,Chicago,Large,>=150000,Project Management,Operations,2,33
905,AI Researcher,Mid,Diploma,Contract,Austin,Large,>=100000,Cloud,Product,2,22
906,System Admin,Senior,Diploma,Part-time,Seattle,Medium,>=150000,Cloud,Analytics,2,27
907,System Admin,Senior,PhD,Contract,San Jose,Small,>=150000,Cloud,R&D,1,46
908,Data Analyst,Entry,Master's,Contract,New York,Medium,>=50000,Python,Operations,2,60
909,Product Manager,Senior,PhD,Contract,San Jose,Small,>=125000,Deep Learning,Product,2,29
910,System Admin,Senior,Bachelor's,Part-time,Austin,Medium,>=150000,Project Management,R&D,5,51
911,Web Developer,Senior,Bachelor's,Part-time,San Jose,Medium,>=125000,Java,Product,1,31
912,Product Manager,Mid,Bachelor's,Contract,Austin,Small,>=125000,Python,R&D,2,32
913,DevOps Engineer,Mid,Bachelor's,Full-time,Chicago,Medium,>=100000,Java,Product,2,23
914,Data Scientist,Senior,PhD,Full-time,Chicago,Large,>=125000,Project Management,HR,2,50
915,Data Engineer,Senior,Master's,Part-time,Chicago,Medium,>=150000,C++,Operations,5,59
916,Data Scientist,Entry,Diploma,Contract,Los Angeles,Small,>=50000,C++,Product,2,46
917,Product Manager,Mid,PhD,Full-time,San Jose,Small,>=125000,SQL,IT,2,41
918,Web Developer,Senior,Master's,Full-time,Los Angeles,Large,>=150000,Data Visualization,R&D,3,31
919,Software Engineer,Senior,Bachelor's,Part-time,Chicago,Small,>=150000,SQL,R&D,1,49
920,Product Manager,Mid,PhD,Contract,San Francisco,Small,>=100000,Cloud,HR,1,30
921,Data Engineer,Entry,Bachelor's,Full-time,Remote,Medium,>=50000,Deep Learning,Analytics,4,26
922,ML Engineer,Senior,Diploma,Part-time,Austin,Large,>=125000,Python,Product,3,49
923,Data Scientist,Entry,Bachelor's,Part-time,San Francisco,Small,>=50000,Python,Product,1,45
924,ML Engineer,Mid,Bachelor's,Contract,Los Angeles,Medium,>=100000,Project Management,IT,1,38
925,Product Manager,Entry,Diploma,Full-time,San Francisco,Medium,>=50000,Python,Analytics,5,27
926,ML Engineer,Entry,PhD,Part-time,Austin,Large,>=75000,Deep Learning,IT,1,24
927,Product Manager,Senior,Master's,Contract,Austin,Large,>=125000,SQL,Product,5,41
928,DevOps Engineer,Mid,Diploma,Contract,San Francisco,Medium,>=100000,Project Management,Product,5,32
929,ML Engineer,Senior,PhD,Contract,Chicago,Medium,>=150000,Cloud,Analytics,5,47
930,Data Analyst,Entry,Bachelor's,Full-time,Los Angeles,Small,>=75000,Python,IT,5,35
931,DevOps Engineer,Senior,Diploma,Part-time,Remote,Large,>=175000,Cloud,R&D,1,52
932,Data Analyst,Senior,Master's,Full-time,Los Angeles,Small,>=150000,SQL,HR,4,29
933,Data Analyst,Senior,Diploma,Contract,Remote,Large,>=150000,Machine Learning,Operations,5,30
934,Software Engineer,Mid,PhD,Full-time,Boston,Small,>=100000,Machine Learning,IT,4,59
935,System Admin,Senior,Diploma,Full-time,San Francisco,Small,>=175000,Cloud,IT,5,34
936,Data Engineer,Senior,Diploma,Full-time,San Jose,Medium,>=150000,SQL,IT,5,25
937,Software Engineer,Mid,Bachelor's,Part-time,New York,Medium,>=125000,SQL,IT,5,42
938,AI Researcher,Senior,Bachelor's,Contract,San Jose,Large,>=175000,DevOps,Analytics,4,51
939,Software Engineer,Mid,Bachelor's,Full-time,Chicago,Large,>=75000,Python,R&D,5,55
940,Data Scientist,Entry,Master's,Part-time,San Jose,Large,>=50000,SQL,Operations,4,49
941,Product Manager,Entry,Diploma,Full-time,New York,Small,>=50000,Machine Learning,Operations,3,24
942,Data Engineer,Mid,Diploma,Full-time,Los Angeles,Small,>=100000,DevOps,IT,2,52
943,AI Researcher,Mid,PhD,Full-time,Boston,Small,>=100000,Deep Learning,Analytics,1,28
944,Product Manager,Entry,Diploma,Contract,Chicago,Small,>=50000,Python,Analytics,2,53
945,Product Manager,Senior,Diploma,Part-time,New York,Small,>=125000,Project Management,Analytics,2,44
946,Data Analyst,Entry,PhD,Part-time,Seattle,Small,>=50000,DevOps,Analytics,1,22
947,Software Engineer,Entry,Diploma,Contract,New York,Medium,>=50000,Project Management,R&D,2,52
948,Data Scientist,Entry,Bachelor's,Full-time,Boston,Medium,>=75000,Project Management,R&D,5,23
949,ML Engineer,Mid,PhD,Full-time,San Jose,Small,>=100000,Python,Operations,1,31
950,Web Developer,Mid,Bachelor's,Part-time,San Jose,Large,>=75000,Python,IT,5,40
951,System Admin,Mid,Master's,Part-time,San Francisco,Large,>=100000,Project Management,Operations,3,57
952,Software Engineer,Mid,Master's,Full-time,Boston,Large,>=75000,Data Visualization,Operations,2,51
953,Product Manager,Entry,Master's,Contract,Austin,Small,>=50000,Machine Learning,Operations,2,47
954,ML Engineer,Entry,Master's,Contract,San Jose,Medium,>=50000,Project Management,IT,5,48
955,System Admin,Senior,PhD,Full-time,New York,Medium,>=150000,SQL,R&D,1,57
956,DevOps Engineer,Senior,PhD,Full-time,San Jose,Large,>=125000,Cloud,Product,4,34
957,Data Engineer,Entry,Bachelor's,Full-time,Austin,Large,>=50000,Python,Analytics,5,57
958,Software Engineer,Entry,Diploma,Part-time,Los Angeles,Large,>=50000,Machine Learning,R&D,2,59
959,Data Scientist,Entry,Bachelor's,Full-time,Remote,Large,>=50000,DevOps,Product,2,50
960,Web Developer,Entry,Bachelor's,Full-time,Chicago,Large,>=50000,Data Visualization,Product,5,24
961,ML Engineer,Entry,PhD,Full-time,Los Angeles,Large,>=50000,DevOps,Operations,1,35
962,ML Engineer,Entry,Master's,Full-time,Boston,Medium,>=50000,Cloud,IT,1,57
963,System Admin,Entry,PhD,Contract,Boston,Large,>=50000,SQL,HR,1,43
964,Data Analyst,Mid,Bachelor's,Full-time,San Francisco,Large,>=125000,Cloud,IT,1,40
965,ML Engineer,Mid,PhD,Contract,Seattle,Large,>=100000,SQL,HR,3,32
966,ML Engineer,Senior,Bachelor's,Full-time,Boston,Medium,>=150000,Project Management,Operations,3,24
967,Software Engineer,Entry,Master's,Full-time,New York,Medium,>=75000,Data Visualization,Operations,4,51
968,System Admin,Mid,Diploma,Part-time,Seattle,Medium,>=100000,SQL,IT,5,49
969,AI Researcher,Entry,Master's,Contract,Seattle,Small,>=50000,Deep Learning,R&D,3,38
970,Software Engineer,Mid,Diploma,Full-time,Boston,Medium,>=75000,Project Management,Product,4,44
971,Data Scientist,Entry,Bachelor's,Part-time,San Francisco,Large,>=50000,Java,R&D,4,44
972,ML Engineer,Mid,Bachelor's,Part-time,Boston,Small,>=75000,Data Visualization,R&D,1,27
973,Data Scientist,Entry,PhD,Part-time,Chicago,Small,>=50000,Project Management,HR,3,47
974,AI Researcher,Mid,PhD,Full-time,San Francisco,Medium,>=100000,Project Management,R&D,3,27
975,ML Engineer,Entry,Bachelor's,Contract,Los Angeles,Small,>=50000,DevOps,Analytics,3,48
976,Product Manager,Mid,PhD,Full-time,San Jose,Small,>=75000,Data Visualization,Operations,3,34
977,ML Engineer,Senior,Diploma,Contract,Boston,Small,>=150000,Java,Analytics,1,23
978,DevOps Engineer,Senior,Master's,Full-time,San Francisco,Large,>=150000,Java,Operations,5,33
979,Data Engineer,Senior,Diploma,Part-time,Remote,Medium,>=150000,Machine Learning,Product,5,59
980,AI Researcher,Entry,PhD,Contract,Seattle,Medium,>=50000,Java,HR,2,53
981,Data Engineer,Entry,PhD,Contract,Chicago,Medium,>=50000,Java,Analytics,3,46
982,Software Engineer,Entry,PhD,Full-time,Remote,Large,>=50000,DevOps,Product,5,48
983,Web Developer,Senior,PhD,Full-time,San Francisco,Large,>=125000,DevOps,Product,1,29
984,ML Engineer,Senior,PhD,Part-time,Chicago,Large,>=150000,Data Visualization,Operations,2,44
985,Data Engineer,Senior,Diploma,Part-time,Austin,Medium,>=150000,DevOps,R&D,1,34
986,System Admin,Senior,Bachelor's,Part-time,San Jose,Small,>=150000,SQL,HR,3,45
987,Product Manager,Mid,PhD,Full-time,San Francisco,Medium,>=125000,Python,IT,3,31
988,Data Scientist,Mid,PhD,Contract,Remote,Large,>=75000,Java,HR,4,29
989,Data Analyst,Mid,Diploma,Contract,San Jose,Large,>=75000,Java,R&D,1,47
990,Data Scientist,Mid,Master's,Contract,Boston,Large,>=100000,SQL,R&D,5,40
991,Data Engineer,Mid,PhD,Full-time,San Francisco,Small,>=75000,Cloud,Product,1,33
992,DevOps Engineer,Entry,Diploma,Full-time,Austin,Large,>=50000,DevOps,Operations,2,54
993,Data Engineer,Senior,PhD,Contract,New York,Large,>=150000,Cloud,IT,5,24
994,DevOps Engineer,Mid,PhD,Part-time,Boston,Large,>=75000,DevOps,Analytics,3,60
995,ML Engineer,Mid,Diploma,Full-time,Chicago,Large,>=75000,Deep Learning,IT,1,50
996,Data Analyst,Mid,PhD,Full-time,Remote,Small,>=75000,Java,R&D,3,30
997,Web Developer,Entry,Bachelor's,Contract,San Jose,Small,>=50000,Data Visualization,Product,5,25
998,Software Engineer,Senior,PhD,Contract,Chicago,Medium,>=150000,Machine Learning,Analytics,3,44
999,Data Analyst,Senior,Bachelor's,Contract,San Francisco,Medium,>=150000,Java,Operations,4,28
1000,Product Manager,Entry,Diploma,Part-time,Seattle,Medium,>=50000,Cloud,Operations,4,44
